Title,URL,Sub
Battery Pack Balancing and Power Estimation,https://www.coursera.org/learn/battery-pack-balancing-power-estimation?specialization=algorithms-for-battery-management-systems,Electrical Engineering
Social Marketing Capstone Project,https://www.coursera.org/learn/social-marketing-capstone?specialization=social-media-marketing,Marketing
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",https://www.coursera.org/learn/musicianship-chords?specialization=musicianship-specialization,Music and Art
The Define Phase for the 6 σ Black Belt,https://www.coursera.org/learn/thedefinephaseforsixisgmablackbelt?specialization=six-sigma-black-belt,Business Essentials
Capstone: Your Story,https://www.coursera.org/learn/story-writing-project?specialization=creative-writing,Music and Art
SEL for Students: A Path to Social Emotional Well-Being,https://www.coursera.org/learn/sel-for-students?specialization=teacher-sel,Education
Applied Machine Learning in Python,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python,Data Analysis
Overview of Advanced Methods of Reinforcement Learning in Finance,https://www.coursera.org/learn/advanced-methods-reinforcement-learning-finance?specialization=machine-learning-reinforcement-finance,Algorithms
Teach English Now! Foundational Principles,https://www.coursera.org/learn/english-principles?specialization=tesol,Education
Statistical Inference for Estimation in Data Science,https://www.coursera.org/learn/statistical-inference-for-estimation-in-data-science?specialization=statistical-inference-for-data-science-applications,Probability and Statistics
Statistical Inference and Hypothesis Testing in Data Science Applications,https://www.coursera.org/learn/statistical-inference-and-hypothesis-testing-in-data-science-applications?specialization=statistical-inference-for-data-science-applications,Probability and Statistics
Cryptography,https://www.coursera.org/learn/cryptography?specialization=cyber-security,Computer Security and Networks
Information Design,https://www.coursera.org/learn/infodesign?specialization=interaction-design,Design and Product
Fashion Systems,https://www.coursera.org/learn/fashion-systems?specialization=transforming-fashion-business,Business Strategy
"Data Warehouse Concepts, Design, and Data Integration",https://www.coursera.org/learn/dwdesign?specialization=data-warehousing,Design and Product
"Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal",https://www.coursera.org/learn/develop-augmented-virtual-mixed-extended-reality-applications-webxr-unity-unreal?specialization=extended-reality-for-everybody,Design and Product
Brand Identity and Strategy,https://www.coursera.org/learn/brand-identity-strategy?specialization=branding-the-creative-journey,Marketing
"Conjunctions, Connectives, and Adverb Clauses",https://www.coursera.org/learn/conjunctions-connectives-adverb-clauses?specialization=advanced-grammar-punctuation,Learning English
Introduction to CSS3,https://www.coursera.org/learn/introcss?specialization=web-design,Mobile and Web Development
Software Development Processes and Methodologies,https://www.coursera.org/learn/software-processes?specialization=software-development-lifecycle,Software Development
Introduction to Machine Learning in Sports Analytics,https://www.coursera.org/learn/machine-learning-sports-analytics?specialization=sports-analytics,Data Analysis
Understanding and Visualizing Data with Python,https://www.coursera.org/learn/understanding-visualization-data?specialization=statistics-with-python,Data Analysis
Managing Talent,https://www.coursera.org/learn/managing-talent?specialization=leading-teams,Leadership and Management
Analyzing and Visualizing Data in Looker,https://www.coursera.org/learn/analyzing-and-visualizing-data-in-looker?specialization=creating-business-value-with-data-and-looker,Data Analysis
Excel Fundamentals for Data Analysis,https://www.coursera.org/learn/excel-data-analysis-fundamentals?specialization=excel-data-analytics-visualization,Business Essentials
"ETL and Data Pipelines with Shell, Airflow and Kafka",https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka?specialization=bi-foundations-sql-etl-data-warehouse,Data Management
Analysis and Interpretation of Data,https://www.coursera.org/learn/analysis-and-interpretation-of-data?specialization=market-research-market-research,Marketing
Agile Leadership: Introduction to Change,https://www.coursera.org/learn/agile-leadership-introduction-to-change?specialization=agile-leadership-change-management,Leadership and Management
"Create video, audio and infographics for online learning ",https://www.coursera.org/learn/create-video-audio-and-infographics-for-online-learning?specialization=online-learning-design-educators,Education
Singing Popular Music,https://www.coursera.org/learn/singing-popular-music?specialization=singer-songwriter,Music and Art
Investments I: Fundamentals of Performance Evaluation,https://www.coursera.org/learn/investments-fundamentals?specialization=financial-management,Finance
The Business of Product Management I,https://www.coursera.org/learn/the-business-of-product-management-one?specialization=real-world-product-management,Leadership and Management
Agile Software Development,https://www.coursera.org/learn/agile-software-development?specialization=software-development-lifecycle,Software Development
Applied Data Science for Data Analysts,https://www.coursera.org/learn/applied-data-science-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts,Data Analysis
Financial Analysis of Scenarios and Decisions,https://www.coursera.org/learn/financial-analysis-of-scenarios-and-decisions?specialization=financial-analysis-skills-for-success,Business Essentials
Functional Programming in Scala Capstone,https://www.coursera.org/learn/scala-capstone?specialization=scala,Data Analysis
Understanding and Strengthening Health Systems,https://www.coursera.org/learn/health-systems?specialization=global-health,Public Health
Understanding Financial Statements: Company Performance,https://www.coursera.org/learn/income-statement?specialization=accounting-fundamentals,Business Essentials
Types of Conflict,https://www.coursera.org/learn/types-of-conflict?specialization=conflict-management,Business Essentials
Content Strategy for Professionals: Engaging Audiences,https://www.coursera.org/learn/engagement-strategy?specialization=content-strategy,Marketing
Big Data - Capstone Project,https://www.coursera.org/learn/big-data-project?specialization=big-data,Data Analysis
Inferential Statistics,https://www.coursera.org/learn/inferential-statistics?specialization=social-science,Probability and Statistics
Fundamentals of Scalable Data Science,https://www.coursera.org/learn/ds?specialization=advanced-data-science-ibm,Data Analysis
Uncommon Sense Teaching,https://www.coursera.org/learn/uncommon-sense-teaching?specialization=uncommon-sense-teaching-certificate,Education
Delivery Problem,https://www.coursera.org/learn/delivery-problem?specialization=discrete-mathematics,Algorithms
Creating Behavioral Change,https://www.coursera.org/learn/behavioral-change?specialization=abnormal-psychology,Psychology
Decentralized Applications (Dapps),https://www.coursera.org/learn/decentralized-apps-on-blockchain?specialization=blockchain,Software Development
Agile Meets Design Thinking,https://www.coursera.org/learn/uva-darden-getting-started-agile?specialization=agile-development,Design and Product
Flight Mechanics - Anemobarometry,https://www.coursera.org/learn/anemobarometry-flight-mechanics?specialization=flight-mechanics-fundamentals,Physics and Astronomy
Improving Communication Skills,https://www.coursera.org/learn/wharton-communication-skills?specialization=wharton-success,Personal Development
AI Workflow: Data Analysis and Hypothesis Testing,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing?specialization=ibm-ai-workflow,Machine Learning
Design Thinking: Discovery Tools,https://www.coursera.org/learn/uva-darden-design-thinking-discovery-tools?specialization=uva-darden-design-thinking,Business Strategy
Cognición encarnada,https://www.coursera.org/learn/cognicion?specialization=inteligencia-artificial,Algorithms
Foundations of Red Hat Cloud-native Development,https://www.coursera.org/learn/foundations-of-red-hat-cloud-native-development?specialization=cloud-native-development-openshift-kubernetes,Cloud Computing
Introduction to Artificial Intelligence (AI),https://www.coursera.org/learn/introduction-to-ai?specialization=digital-strategy,Machine Learning
Creating a Team Culture of Continuous Learning,https://www.coursera.org/learn/continuous-learning-culture?specialization=team-building,Leadership and Management
"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",https://www.coursera.org/learn/healthy-practices-nutrition-physical-activity-community-family-participation?specialization=school-health-for-children-and-adolescents,Nutrition
Financial Acumen for Non-Financial Managers,https://www.coursera.org/learn/finance-healthcare-managers?specialization=healthcare-administration-management,Business Essentials
"High Performance Collaboration: Leadership, Teamwork, and Negotiation",https://www.coursera.org/learn/leadership-collaboration?specialization=organizational-leadership,Leadership and Management
Linux System Programming and Introduction to Buildroot,https://www.coursera.org/learn/linux-system-programming-introduction-to-buildroot?specialization=advanced-embedded-linux-development,Software Development
Fundamentals of Management,https://www.coursera.org/learn/fundamentals-of-management?specialization=career-success,Leadership and Management
"Engineering Project Management: Risk, Quality, Teams, and Procurement",https://www.coursera.org/learn/project-risk-quality-management?specialization=engineering-project-management,Leadership and Management
Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance?specialization=finance-accounting,Finance
Statistical Inference,https://www.coursera.org/learn/statistical-inference?specialization=data-science-statistics-machine-learning,Probability and Statistics
Financial Analysis of Organizations,https://www.coursera.org/learn/financial-analysis-of-organizations?specialization=financial-analysis-skills-for-success,Business Essentials
Game Design and Development 3: 3D Shooter,https://www.coursera.org/learn/game-design-and-development-3?specialization=game-design-and-development,Software Development
Life Cycle Assessment,https://www.coursera.org/learn/life-cycle-assessment?specialization=healthy-sustainable-foods-products,Public Health
Generative Deep Learning with TensorFlow,https://www.coursera.org/learn/generative-deep-learning-with-tensorflow?specialization=tensorflow-advanced-techniques,Machine Learning
Value-Based Care: Organizational Competencies,https://www.coursera.org/learn/value-based-care-organizational-competencies?specialization=value-based-care,Public Health
AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance?specialization=ai-for-business-wharton,Machine Learning
Digital Product Management: Modern Fundamentals,https://www.coursera.org/learn/uva-darden-digital-product-management?specialization=leading-modern-day-business,Leadership and Management
Negotiation skills: Negotiate and resolve conflict,https://www.coursera.org/learn/negotiation-skills-conflict?specialization=influencing-storytelling-change-management,Business Essentials
Managing Big Data with MySQL,https://www.coursera.org/learn/analytics-mysql?specialization=excel-mysql,Data Analysis
"Journalism, the future, and you!",https://www.coursera.org/learn/international-journalism?specialization=become-a-journalist,Music and Art
Experiencing Design: Deepening Your Design Thinking Practice,https://www.coursera.org/learn/uva-darden-experiencing-design?specialization=uva-darden-design-thinking,Business Strategy
Successful Presentation,https://www.coursera.org/learn/presentation-skills?specialization=effective-business-communication,Business Essentials
Getting Started with Data Visualization in R,https://www.coursera.org/learn/jhu-getting-started-data-viz-r?specialization=jhu-data-visualization-dashboarding-with-r,Data Analysis
Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming?specialization=object-oriented-programming,Software Development
Simple Past Tense,https://www.coursera.org/learn/simple-past-tense?specialization=learn-english-beginning-grammar,Learning English
"Big Data, Artificial Intelligence, and Ethics",https://www.coursera.org/learn/big-data-ai-ethics?specialization=computational-social-science-ucdavis,Data Analysis
Supply Chain Analytics,https://www.coursera.org/learn/supply-chain-analytics?specialization=supply-chain-analytics,Business Essentials
"Smart Analytics, Machine Learning, and AI on Google Cloud",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp?specialization=gcp-data-machine-learning,Cloud Computing
Blockchain and Business,https://www.coursera.org/learn/blockchain-business?specialization=blockchain-revolution-enterprise,Business Essentials
Leading Positive Change through Appreciative Inquiry,https://www.coursera.org/learn/appreciative-inquiry?specialization=inspired-leadership,Leadership and Management
"Negotiation, Mediation, and Conflict Resolution - Capstone Project",https://www.coursera.org/learn/negotiation-project?specialization=negotiation-mediation-conflict-resolution,Leadership and Management
Strategy Formulation,https://www.coursera.org/learn/strategy-formulation?specialization=strategic-management,Business Strategy
Recording in Journals & Posting in Ledgers,https://www.coursera.org/learn/recording-business-transactions?specialization=accounting,Finance
Competitive Strategy and Organization Design Project,https://www.coursera.org/learn/organization-strategy-project?specialization=competitive-strategy,Business Strategy
Enterprise Systems,https://www.coursera.org/learn/enterprise-systems?specialization=information-systems,Support and Operations
Success,https://www.coursera.org/learn/wharton-success?specialization=wharton-success,Personal Development
Bayesian Statistics: From Concept to Data Analysis,https://www.coursera.org/learn/bayesian-statistics?specialization=bayesian-statistics,Probability and Statistics
Access Control Concepts,https://www.coursera.org/learn/access-control-concepts?specialization=certified-in-cybersecurity,Security
Advanced Data Structures in Java,https://www.coursera.org/learn/advanced-data-structures?specialization=java-object-oriented,Algorithms
Qualitative Data Collection Methods,https://www.coursera.org/learn/qualitative-data-collection-methods?specialization=qualitative-research-design-and-methods-for-public-health,Health Informatics
"Unsupervised Learning, Recommenders, Reinforcement Learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning?specialization=machine-learning-introduction,Machine Learning
Introduction to Business Analytics: Communicating with Data ,https://www.coursera.org/learn/intro-business-analytics?specialization=business-data-management-communication,Leadership and Management
Network Defense Essentials (NDE),https://www.coursera.org/learn/network-defense-essentials-nde?specialization=cybersecurity-attack-and-defense,Security
Mastering the Software Engineering Interview,https://www.coursera.org/learn/cs-tech-interview?specialization=java-object-oriented,Software Development
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science?specialization=learn-sql-basics-data-science,Data Analysis
Derivatives - Options & Futures,https://www.coursera.org/learn/derivatives-options-futures?specialization=financial-instruments-trading-investing,Finance
Digital Signal Processing 1: Basic Concepts and Algorithms,https://www.coursera.org/learn/dsp1?specialization=digital-signal-processing,Electrical Engineering
Finance for Managers,https://www.coursera.org/learn/operational-finance?specialization=thinklikeacfo,Finance
Mandarin Chinese 3: Chinese for Beginners,https://www.coursera.org/learn/mandarin-chinese-3?specialization=learn-mandarin,Other Languages
Innovating with Data and Google Cloud,https://www.coursera.org/learn/innovating-with-data-google-cloud?specialization=creating-business-value-with-data-and-looker,Cloud Computing
Creating Sounds for Electronic Music,https://www.coursera.org/learn/music-synthesizer?specialization=electronic-music-production,Music and Art
Qualitative Research,https://www.coursera.org/learn/qualitative-research?specialization=market-research,Marketing
Quantitative Foundations for International Business,https://www.coursera.org/learn/quantitative-foundations-international-business?specialization=mba,Business Essentials
Project Management: Beyond planning and control,https://www.coursera.org/learn/project-management-beyond-planning-and-control?specialization=project-management-tools-approaches-skills,Leadership and Management
"Imagery, Automation, and Applications",https://www.coursera.org/learn/gis-applications?specialization=gis,Environmental Science and Sustainability
3D Printing Software,https://www.coursera.org/learn/3d-printing-software?specialization=3d-printing-additive-manufacturing,Entrepreneurship
Business English: Basics,https://www.coursera.org/learn/business-english?specialization=business-english-speakers,Learning English
Python Basics,https://www.coursera.org/learn/python-basics?specialization=python-3-programming,Software Development
"Conversations That Inspire: Coaching Learning, Leadership and Change",https://www.coursera.org/learn/leadership-coaching?specialization=inspired-leadership,Leadership and Management
Corporate Strategy,https://www.coursera.org/learn/corporate-strategy?specialization=strategic-leadership,Business Strategy
Introduction to Python for Cybersecurity ,https://www.coursera.org/learn/pythonforcybersecurity-introduction?specialization=pythonforcybersecurity,Security
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,https://www.coursera.org/learn/microsoft-ai-900-exam-prep?specialization=microsoft-azure-ai-900-ai-fundamentals,Machine Learning
"Cloud Virtualization, Containers and APIs",https://www.coursera.org/learn/cloud-virtualization-containers-api-duke?specialization=building-cloud-computing-solutions-at-scale,Cloud Computing
Tools for Exploratory Data Analysis in Business,https://www.coursera.org/learn/tools-exploratory-data-analysis-business?specialization=analytics,Data Analysis
Feature Engineering,https://www.coursera.org/learn/feature-engineering?specialization=machine-learning-tensorflow-gcp,Machine Learning
Leading People and Teams Capstone,https://www.coursera.org/learn/leading-teams-project?specialization=leading-teams,Leadership and Management
Developing a Leadership Framework,https://www.coursera.org/learn/developing-leadership-framework?specialization=advanced-leadership-skills,Leadership and Management
Converter Control,https://www.coursera.org/learn/converter-control?specialization=power-electronics,Electrical Engineering
Copyright Law,https://www.coursera.org/learn/copyright-law?specialization=introduction-intellectual-property,Law
Version Control,https://www.coursera.org/learn/introduction-to-version-control?specialization=meta-react-native,Mobile and Web Development
Inheritance and Data Structures in Java,https://www.coursera.org/learn/java-inheritance-data-structures?specialization=programming-python-java,Software Development
Business Strategies for Social Impact,https://www.coursera.org/learn/wharton-social-impact?specialization=wharton-global-business-strategy,Business Strategy
Command Line Tools for Genomic Data Science,https://www.coursera.org/learn/genomic-tools?specialization=genomic-data-science,Data Analysis
Build Basic Generative Adversarial Networks (GANs),https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,Machine Learning
Supply Chain Analytics Essentials,https://www.coursera.org/learn/supply-chain-analytics-essentials?specialization=supply-chain-analytics,Business Essentials
"Modern Robotics, Course 2:  Robot Kinematics",https://www.coursera.org/learn/modernrobotics-course2?specialization=modernrobotics,Mechanical Engineering
Python for Active Defense,https://www.coursera.org/learn/python-for-active-defense?specialization=pythonforcybersecurity,Security
Essentials of Palliative Care,https://www.coursera.org/learn/essentials-of-palliative-care?specialization=palliative-care-always,Patient Care
Mindfulness in Integrative Healthcare,https://www.coursera.org/learn/mindfulness-integrative-healthcare?specialization=integrative-nursing,Research
Python and Machine Learning for Asset Management ,https://www.coursera.org/learn/python-machine-learning-for-investment-management?specialization=investment-management-python-machine-learning,Finance
Essential Epidemiologic Tools for Public Health Practice,https://www.coursera.org/learn/epidemiology-tools?specialization=professional-epidemiology,Public Health
La gestión de personas y equipos,https://www.coursera.org/learn/gestion-personas-equipos?specialization=direccion-empresas,Leadership and Management
Digital Transformation of Financial Services - Capstone Project,https://www.coursera.org/learn/digital-transformation-financial-services-project?specialization=digital-transformation-financial-services,Business Strategy
Transformational Leadership for Inclusive Innovation,https://www.coursera.org/learn/gender-analytics-transformational-leadership?specialization=gender-analytics,Business Essentials
Getting Started With Application Development,https://www.coursera.org/learn/getting-started-app-development?specialization=developing-apps-gcp,Software Development
Managing an Agile Team,https://www.coursera.org/learn/uva-darden-agile-team-management?specialization=agile-development,Design and Product
Organisational behaviour: Know your people,https://www.coursera.org/learn/organisational-behaviour-know-your-people?specialization=hr-management-leadership,Leadership and Management
What is Data Science? ,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-ai-foundations-for-business,Data Analysis
Managing Debt,https://www.coursera.org/learn/managing-debt?specialization=personal-finance-fundamentals,Personal Development
Concept Art for Video Games,https://www.coursera.org/learn/concept-art-video-games?specialization=art-for-games,Music and Art
Optimizing Diversity on Teams,https://www.coursera.org/learn/diverse-teams?specialization=team-building,Leadership and Management
Object-Oriented Data Structures in C++,https://www.coursera.org/learn/cs-fundamentals-1?specialization=cs-fundamentals,Software Development
Animation with JavaScript and jQuery,https://www.coursera.org/learn/animation-javascript-jquery?specialization=javascript-beginner,Mobile and Web Development
Summary Statistics in Public Health ,https://www.coursera.org/learn/summary-statistics?specialization=biostatistics-public-health,Public Health
Bayesian Statistics: Mixture Models,https://www.coursera.org/learn/mixture-models?specialization=bayesian-statistics,Data Analysis
"Introduction to Data, Signal, and Image Analysis with MATLAB",https://www.coursera.org/learn/matlab-image-processing?specialization=matlab-programming-engineers-scientists,Data Analysis
CUDA Advanced Libraries,https://www.coursera.org/learn/cuda-advanced-libraries?specialization=gpu-programming,Algorithms
Project Execution and Control,https://www.coursera.org/learn/project-execution-control?specialization=business-value-project-management,Leadership and Management
Gestión del canal de distribución y retailing    ,https://www.coursera.org/learn/canal-distribucion?specialization=implementacion-marketing-mix,Marketing
Advanced Data Visualization with R,https://www.coursera.org/learn/jhu-advanced-data-visualization-r?specialization=jhu-data-visualization-dashboarding-with-r,Data Analysis
Apply Generative Adversarial Networks (GANs),https://www.coursera.org/learn/apply-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,Machine Learning
Leading transformations: Manage change,https://www.coursera.org/learn/change-management?specialization=influencing-storytelling-change-management,Leadership and Management
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced?specialization=excel,Business Essentials
Competitive Strategy,https://www.coursera.org/learn/competitive-strategy?specialization=competitive-strategy,Business Strategy
Introduction to Financial Engineering and Risk Management,https://www.coursera.org/learn/financial-engineering-intro?specialization=financialengineering,Finance
Integral Calculus and Numerical Analysis for Data Science,https://www.coursera.org/learn/integral-calculus-and-numerical-analysis-for-data-science?specialization=expressway-to-data-science-essential-math,Math and Logic
Term-Structure and Credit Derivatives ,https://www.coursera.org/learn/financial-engineering-termstructure?specialization=financialengineering,Finance
Administración de Proyectos Project,https://www.coursera.org/learn/administracion-de-proyectos-capstone?specialization=administracion-proyectos,Leadership and Management
Computational Social Science Capstone Project,https://www.coursera.org/learn/css-capstone?specialization=computational-social-science-ucdavis,Data Analysis
Think Again III: How to Reason Inductively,https://www.coursera.org/learn/inductive-reasoning?specialization=logic-critical-thinking-duke,Philosophy
"Writing, Running, and Fixing Code in C",https://www.coursera.org/learn/writing-running-fixing-code?specialization=c-programming,Software Development
Cybersecurity Capstone Project,https://www.coursera.org/learn/cyber-security-capstone?specialization=cyber-security,Computer Security and Networks
Finance of Mergers and Acquisitions: Valuation and Pricing,https://www.coursera.org/learn/mergers-acquisitions-valuation-pricing?specialization=mergersandacquisitions,Finance
Intelligent Machining,https://www.coursera.org/learn/intelligent-machining?specialization=digital-manufacturing-design-technology,Mechanical Engineering
Developing an Agile Team,https://www.coursera.org/learn/developing-agile-team?specialization=agile-leadership-change-management,Leadership and Management
Plant Bioinformatics Capstone,https://www.coursera.org/learn/plant-bioinformatics-capstone?specialization=plant-bioinformatic-methods,Research Methods
Brand and Product Management,https://www.coursera.org/learn/brand-management?specialization=marketing-mix,Marketing
Ethical Hacking Essentials (EHE),https://www.coursera.org/learn/ethical-hacking-essentials-ehe?specialization=cybersecurity-attack-and-defense,Security
"Response Surfaces, Mixtures, and Model Building",https://www.coursera.org/learn/response-surfaces-mixtures-model-building?specialization=design-experiments,Probability and Statistics
"Python Project: pillow, tesseract, and opencv",https://www.coursera.org/learn/python-project?specialization=python-3-programming,Software Development
Infonomics II: Business Information Management and Measurement,https://www.coursera.org/learn/infonomics-2?specialization=business-data-management-communication,Business Strategy
Data Science with R - Capstone Project,https://www.coursera.org/learn/data-science-with-r-capstone-project?specialization=applied-data-science-r,Data Analysis
Credit Risk Management: Frameworks and Strategies,https://www.coursera.org/learn/credit-risk-management?specialization=risk-management,Finance
Introduction to Genomic Technologies,https://www.coursera.org/learn/introduction-genomics?specialization=genomic-data-science,Data Analysis
A Complete Reinforcement Learning System (Capstone),https://www.coursera.org/learn/complete-reinforcement-learning-system?specialization=reinforcement-learning,Machine Learning
Engineering Project Management: Initiating and Planning,https://www.coursera.org/learn/initiating-planning?specialization=engineering-project-management,Leadership and Management
Engineering Practices for Building Quality Software,https://www.coursera.org/learn/engineering-practices-secure-software-quality?specialization=software-development-lifecycle,Software Development
Capstone: Build a Winning Investment Portfolio,https://www.coursera.org/learn/investment-portfolio-management-capstone?specialization=investment-portolio-management,Finance
Safety in the Utility Industry ,https://www.coursera.org/learn/safety-utility-industry?specialization=energy-industry,Electrical Engineering
AI Workflow: Feature Engineering and Bias Detection,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection?specialization=ibm-ai-workflow,Machine Learning
Database Management Essentials,https://www.coursera.org/learn/database-management?specialization=data-warehousing,Software Development
Jazz Improvisation,https://www.coursera.org/learn/jazz-improvisation?specialization=music-education,Music and Art
"Providing Social, Emotional, Behavioral, and Special Education Services in School",https://www.coursera.org/learn/providing-social-emotional-behavioral-and-special-education-services-in-school?specialization=school-health-for-children-and-adolescents,Public Health
Practical Machine Learning,https://www.coursera.org/learn/practical-machine-learning?specialization=data-science-statistics-machine-learning,Machine Learning
Salesforce Basics,https://www.coursera.org/learn/salesforce-basics?specialization=salesforce-fundamentals,Business Essentials
Design and Implementation of Digital Health Interventions ,https://www.coursera.org/learn/digital-health-design-implementation?specialization=digitalhealth,Animal Health
"Healthcare Data Security, Privacy, and Compliance",https://www.coursera.org/learn/healthcare-data-security?specialization=healthcare-it,Patient Care
FinTech Security and Regulation (RegTech),https://www.coursera.org/learn/regtech?specialization=fintech,Finance
3D Reconstruction - Multiple Viewpoints,https://www.coursera.org/learn/3d-reconstruction-multiple-viewpoints?specialization=firstprinciplesofcomputervision,Algorithms
Manufacturing Process with Autodesk Fusion 360,https://www.coursera.org/learn/manufacturing-process-fusion-360?specialization=cad-design-digital-manufacturing,Mechanical Engineering
Business Analytics Capstone,https://www.coursera.org/learn/wharton-capstone-analytics?specialization=business-analytics,Data Analysis
Organization Planning and Development for the 6 σ Black Belt,https://www.coursera.org/learn/organizationwideplanninganddevelopment?specialization=six-sigma-black-belt,Leadership and Management
Framework for Data Collection and Analysis,https://www.coursera.org/learn/data-collection-framework?specialization=data-collection,Data Analysis
Foundations for Big Data Analysis with SQL,https://www.coursera.org/learn/foundations-big-data-analysis-sql?specialization=cloudera-big-data-analysis-sql,Data Analysis
Grammar and Punctuation,https://www.coursera.org/learn/grammar-punctuation?specialization=academic-english,Learning English
"Anatomy: Cardiovascular, Respiratory and Urinary Systems",https://www.coursera.org/learn/anatomy403-2x?specialization=anatomy,Basic Science
Introduction to Cyber Attacks,https://www.coursera.org/learn/intro-cyber-attacks?specialization=intro-cyber-security,Computer Security and Networks
Business Metrics for Data-Driven Companies,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,Data Analysis
"Teach English Now! Second Language Reading, Writing, and Grammar ",https://www.coursera.org/learn/tesol-writing?specialization=tesol-certificate-2,Learning English
Product Cost and Investment Cash Flow Analysis ,https://www.coursera.org/learn/product-cost-and-investment-cash-flow-analysis?specialization=finance-for-technical-managers,Leadership and Management
Intellectual Property in the Healthcare Industry,https://www.coursera.org/learn/intellectual-property-healthcare-industry?specialization=healthcare-law,Healthcare Management
"Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data?specialization=object-oriented-programming,Software Development
Marketing estratégico: claves para competir con éxito,https://www.coursera.org/learn/marketing-estrategico-competir-con-exito?specialization=direccion-empresas,Marketing
Channel Management and Retailing ,https://www.coursera.org/learn/channel-management?specialization=marketing-mix,Marketing
Design Thinking: Insights to Inspiration ,https://www.coursera.org/learn/uva-darden-design-thinking-insights-to-inspiration?specialization=uva-darden-design-thinking,Business Strategy
Accounting: Principles of Financial Accounting,https://www.coursera.org/learn/financial-accounting?specialization=foundations-management,Finance
Databases and SQL for Data Science with Python,https://www.coursera.org/learn/sql-data-science?specialization=data-engineering-foundations,Data Analysis
Innovating with the Business Model Canvas,https://www.coursera.org/learn/uva-darden-innovation-business-model-canvas?specialization=entrepreneurship-growing-your-business,Leadership and Management
Structuring Machine Learning Projects,https://www.coursera.org/learn/machine-learning-projects?specialization=deep-learning,Data Analysis
Developing An Entrepreneurial Mindset: First Step Towards Success ,https://www.coursera.org/learn/entrepreneurial-mindset?specialization=start-your-own-business,Entrepreneurship
Python Classes and Inheritance,https://www.coursera.org/learn/python-classes-inheritance?specialization=python-3-programming,Software Development
"Engineering Project Management: Scope, Time and Cost Management",https://www.coursera.org/learn/scope-time-management-cost?specialization=engineering-project-management,Leadership and Management
User Experience & Interaction Design for AR/VR/MR/XR,https://www.coursera.org/learn/user-experience-interaction-design-augmented-virtual-mixed-extended-reality?specialization=extended-reality-for-everybody,Design and Product
"Cybersecurity Roles, Processes & Operating System Security",https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security?specialization=it-fundamentals-cybersecurity,Security
"Diversity, Equity, and Inclusion Best Practices for Managers",https://www.coursera.org/learn/dei-best-practices-for-managers?specialization=dei-for-organizational-leaders,Leadership and Management
Microsoft Azure Machine Learning,https://www.coursera.org/learn/microsoft-azure-machine-learning?specialization=microsoft-azure-ai-900-ai-fundamentals,Machine Learning
International Entertainment and Sports Marketing,https://www.coursera.org/learn/international-entertainment-sports-marketing?specialization=international-marketing,Marketing
Data Manipulation in JavaScript,https://www.coursera.org/learn/javascript-data-manipulation?specialization=javascript-beginner,Mobile and Web Development
Marketing Mix Fundamentals,https://www.coursera.org/learn/marketing-mix?specialization=marketing-strategy,Marketing
The Importance of Listening,https://www.coursera.org/learn/importance-of-listening?specialization=social-media-marketing,Marketing
DevOps on AWS: Operate and Monitor,https://www.coursera.org/learn/devops-aws-operate-monitor?specialization=aws-devops,Software Development
Corruption,https://www.coursera.org/learn/wharton-corruption?specialization=wharton-global-business-strategy,Governance and Society
Getting Started with Essay Writing,https://www.coursera.org/learn/getting-started-with-essay-writing?specialization=academic-english,Music and Art
Introduction to Neurohacking In R,https://www.coursera.org/learn/neurohacking?specialization=computational-neuroscience,Data Analysis
Oracle Database Foundations,https://www.coursera.org/learn/introduction-to-oracle-sql?specialization=oracle-sql-databases,Software Development
Managing Machine Learning Projects,https://www.coursera.org/learn/managing-machine-learning-projects?specialization=ai-product-management-duke,Machine Learning
Digital Twins,https://www.coursera.org/learn/digital-twins?specialization=digital-technologies-future-of-manufacturing,Business Strategy
